,awardYear,category,knownName.en,motivation,prizeAmountAdjusted,wikipedia.english,links.href
848,1965,Physics,Sin-Itiro Tomonaga,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",3152463.0,https://en.wikipedia.org/wiki/Sin-Itiro_Tomonaga,https://api.nobelprize.org/2/laureate/84
57,1965,Physiology or Medicine,André Lwoff,for their discoveries concerning genetic control of enzyme and virus synthesis,3152463.0,https://en.wikipedia.org/wiki/André_Michel_Lwoff,https://api.nobelprize.org/2/laureate/381
924,1965,Peace,,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states,3152463.0,https://en.wikipedia.org/wiki/UNICEF,https://api.nobelprize.org/2/laureate/525
765,1965,Physics,Richard P. Feynman,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",3152463.0,https://en.wikipedia.org/wiki/Richard_Feynman,https://api.nobelprize.org/2/laureate/86
275,1965,Physiology or Medicine,François Jacob,for their discoveries concerning genetic control of enzyme and virus synthesis,3152463.0,https://en.wikipedia.org/wiki/François_Jacob,https://api.nobelprize.org/2/laureate/380
777,1965,Chemistry,Robert B. Woodward,for his outstanding achievements in the art of organic synthesis,3152463.0,https://en.wikipedia.org/wiki/Robert_Burns_Woodward,https://api.nobelprize.org/2/laureate/231
525,1965,Physics,Julian Schwinger,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",3152463.0,https://en.wikipedia.org/wiki/Julian_Schwinger,https://api.nobelprize.org/2/laureate/85
641,1965,Literature,Mikhail Sholokhov,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people",3152463.0,https://en.wikipedia.org/wiki/Mikhail_Sholokhov,https://api.nobelprize.org/2/laureate/638
662,1964,Physics,Nicolay G. Basov,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",3203602.0,https://en.wikipedia.org/wiki/Nikolay_Basov,https://api.nobelprize.org/2/laureate/82
140,1964,Physics,Charles H. Townes,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",3203602.0,https://en.wikipedia.org/wiki/Charles_Hard_Townes,https://api.nobelprize.org/2/laureate/81
264,1964,Physiology or Medicine,Feodor Lynen,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,3203602.0,https://en.wikipedia.org/wiki/Feodor_Felix_Konrad_Lynen,https://api.nobelprize.org/2/laureate/379
197,1964,Chemistry,Dorothy Crowfoot Hodgkin,for her determinations by X-ray techniques of the structures of important biochemical substances,3203602.0,https://en.wikipedia.org/wiki/Dorothy_Hodgkin,https://api.nobelprize.org/2/laureate/230
610,1964,Peace,Martin Luther King Jr.,for his non-violent struggle for civil rights for the Afro-American population,3203602.0,"https://en.wikipedia.org/wiki/Martin_Luther_King,_Jr.",https://api.nobelprize.org/2/laureate/524
32,1964,Physics,Aleksandr M. Prokhorov,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",3203602.0,https://en.wikipedia.org/wiki/Alexander_Prokhorov,https://api.nobelprize.org/2/laureate/83
467,1964,Literature,Jean-Paul Sartre,"for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age",3203602.0,https://en.wikipedia.org/wiki/Jean-Paul_Sartre,https://api.nobelprize.org/2/laureate/637
552,1964,Physiology or Medicine,Konrad Bloch,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,3203602.0,https://en.wikipedia.org/wiki/Konrad_Emil_Bloch,https://api.nobelprize.org/2/laureate/378
866,1963,Physiology or Medicine,Sir John Eccles,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,3216343.0,https://en.wikipedia.org/wiki/John_Eccles_(neurophysiologist),https://api.nobelprize.org/2/laureate/375
562,1963,Peace,,for promoting the principles of the Geneva Convention and cooperation with the UN,3216343.0,https://en.wikipedia.org/wiki/International_Federation_of_Red_Cross_and_Red_Crescent_Societies,https://api.nobelprize.org/2/laureate/523
20,1963,Physiology or Medicine,Alan Hodgkin,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,3216343.0,https://en.wikipedia.org/wiki/Alan_Lloyd_Hodgkin,https://api.nobelprize.org/2/laureate/376
600,1963,Physics,Maria Goeppert Mayer,for their discoveries concerning nuclear shell structure,3216343.0,https://en.wikipedia.org/wiki/Maria_Goeppert-Mayer,https://api.nobelprize.org/2/laureate/79
339,1963,Literature,Giorgos Seferis,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture",3216343.0,https://en.wikipedia.org/wiki/Giorgos_Seferis,https://api.nobelprize.org/2/laureate/635
341,1963,Chemistry,Giulio Natta,for their discoveries in the field of the chemistry and technology of high polymers,3216343.0,https://en.wikipedia.org/wiki/Giulio_Natta,https://api.nobelprize.org/2/laureate/229
535,1963,Chemistry,Karl Ziegler,for their discoveries in the field of the chemistry and technology of high polymers,3216343.0,https://en.wikipedia.org/wiki/Karl_Ziegler,https://api.nobelprize.org/2/laureate/228
60,1963,Physiology or Medicine,Andrew Huxley,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,3216343.0,https://en.wikipedia.org/wiki/Andrew_Huxley,https://api.nobelprize.org/2/laureate/377
256,1963,Physics,Eugene Wigner,"for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles",3216343.0,https://en.wikipedia.org/wiki/Eugene_Wigner,https://api.nobelprize.org/2/laureate/78
431,1963,Physics,J. Hans D. Jensen,for their discoveries concerning nuclear shell structure,3216343.0,https://en.wikipedia.org/wiki/J._Hans_D._Jensen,https://api.nobelprize.org/2/laureate/80
618,1962,Physiology or Medicine,Maurice Wilkins,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,3213737.0,https://en.wikipedia.org/wiki/Maurice_Wilkins,https://api.nobelprize.org/2/laureate/374
574,1962,Physics,Lev Landau,"for his pioneering theories for condensed matter, especially liquid helium",3213737.0,https://en.wikipedia.org/wiki/Lev_Landau,https://api.nobelprize.org/2/laureate/77
621,1962,Chemistry,Max F. Perutz,for their studies of the structures of globular proteins,3213737.0,https://en.wikipedia.org/wiki/Max_Perutz,https://api.nobelprize.org/2/laureate/226
271,1962,Physiology or Medicine,Francis Crick,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,3213737.0,https://en.wikipedia.org/wiki/Francis_Crick,https://api.nobelprize.org/2/laureate/372
507,1962,Literature,John Steinbeck,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception",3213737.0,https://en.wikipedia.org/wiki/John_Steinbeck,https://api.nobelprize.org/2/laureate/634
457,1962,Physiology or Medicine,James Watson,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,3213737.0,https://en.wikipedia.org/wiki/James_Watson,https://api.nobelprize.org/2/laureate/373
486,1962,Chemistry,John C. Kendrew,for their studies of the structures of globular proteins,3213737.0,https://en.wikipedia.org/wiki/John_Kendrew,https://api.nobelprize.org/2/laureate/227
577,1962,Peace,Linus Pauling,for his fight against the nuclear arms race between East and West,3213737.0,https://en.wikipedia.org/wiki/Linus_Pauling,https://api.nobelprize.org/2/laureate/217
626,1961,Chemistry,Melvin Calvin,for his research on the carbon dioxide assimilation in plants,3260705.0,https://en.wikipedia.org/wiki/Melvin_Calvin,https://api.nobelprize.org/2/laureate/225
304,1961,Physiology or Medicine,Georg von Békésy,for his discoveries of the physical mechanism of stimulation within the cochlea,3260705.0,https://en.wikipedia.org/wiki/Georg_von_Békésy,https://api.nobelprize.org/2/laureate/371
165,1961,Peace,Dag Hammarskjöld,"for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter",3260705.0,https://en.wikipedia.org/wiki/Dag_Hammarskjöld,https://api.nobelprize.org/2/laureate/520
429,1961,Literature,Ivo Andric,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country,3260705.0,https://en.wikipedia.org/wiki/Ivo_Andrić,https://api.nobelprize.org/2/laureate/633
818,1961,Physics,Rudolf Mössbauer,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,3260705.0,https://en.wikipedia.org/wiki/Rudolf_Mössbauer,https://api.nobelprize.org/2/laureate/76
788,1961,Physics,Robert Hofstadter,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons,3260705.0,https://en.wikipedia.org/wiki/Robert_Hofstadter,https://api.nobelprize.org/2/laureate/75
857,1960,Physiology or Medicine,Sir Frank Macfarlane Burnet,for discovery of acquired immunological tolerance,3018845.0,https://en.wikipedia.org/wiki/Frank_Macfarlane_Burnet,https://api.nobelprize.org/2/laureate/369
952,1960,Chemistry,Willard F. Libby,"for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science",3018845.0,https://en.wikipedia.org/wiki/Willard_Libby,https://api.nobelprize.org/2/laureate/224
726,1960,Physiology or Medicine,Peter Medawar,for discovery of acquired immunological tolerance,3018845.0,https://en.wikipedia.org/wiki/Peter_Medawar,https://api.nobelprize.org/2/laureate/370
28,1960,Peace,Albert Lutuli,for his non-violent struggle against apartheid,3018845.0,https://en.wikipedia.org/wiki/Albert_Lutuli,https://api.nobelprize.org/2/laureate/519
193,1960,Physics,Donald A. Glaser,for the invention of the bubble chamber,3018845.0,https://en.wikipedia.org/wiki/Donald_A._Glaser,https://api.nobelprize.org/2/laureate/74
823,1960,Literature,Saint-John Perse,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,3018845.0,https://en.wikipedia.org/wiki/Saint-John_Perse,https://api.nobelprize.org/2/laureate/631
837,1959,Physiology or Medicine,Severo Ochoa,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,3063530.0,https://en.wikipedia.org/wiki/Severo_Ochoa,https://api.nobelprize.org/2/laureate/367
730,1959,Peace,Philip Noel-Baker,for his longstanding contribution to the cause of disarmament and peace,3063530.0,"https://en.wikipedia.org/wiki/Philip_Noel-Baker,_Baron_Noel-Baker",https://api.nobelprize.org/2/laureate/518
233,1959,Physics,Emilio Segrè,for their discovery of the antiproton,3063530.0,https://en.wikipedia.org/wiki/Emilio_G._Segrè,https://api.nobelprize.org/2/laureate/72
82,1959,Physiology or Medicine,Arthur Kornberg,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,3063530.0,https://en.wikipedia.org/wiki/Arthur_Kornberg,https://api.nobelprize.org/2/laureate/368
825,1959,Literature,Salvatore Quasimodo,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times",3063530.0,https://en.wikipedia.org/wiki/Salvatore_Quasimodo,https://api.nobelprize.org/2/laureate/630
460,1959,Chemistry,Jaroslav Heyrovsky,for his discovery and development of the polarographic methods of analysis,3063530.0,https://en.wikipedia.org/wiki/Jaroslav_Heyrovský,https://api.nobelprize.org/2/laureate/223
